NAME,TEAM,SALARY,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER,RK,Duration
JoshSmith,Atlanta Hawks,13200000,PF,76,35.3,17.5,7.2,15.6,46.5,0.8,2.6,30.3,2.2,4.2,51.7,8.4,4.2,1.2,1.8,3,29,0,17.82,24,2012-2013
JrueHoliday,Philadelphia 76ers,2674852,PG,78,37.5,17.7,7.1,16.5,43.1,1.2,3.2,36.8,2.3,3.1,75.2,4.2,8,1.6,0.4,3.7,20,1,16.74,22,2012-2013
KembaWalker,Charlotte Bobcats,2568360,PG,82,34.9,17.7,6.4,15.2,42.3,1.3,4,32.2,3.6,4.5,79.8,3.5,5.7,2,0.4,2.4,5,0,18.86,21,2012-2013
KendrickPerkins,Oklahoma City Thunder,8477437,C,78,25.1,4.2,1.8,4,45.7,0,0,0,0.6,0.9,61.1,6,1.4,0.6,1.1,1.4,0,0,8.2,172,2012-2013
KevinDurant,Oklahoma City Thunder,17832626,SF,81,38.5,28.1,9,17.7,51,1.7,4.1,41.6,8.4,9.3,90.5,7.9,4.6,1.4,1.3,3.5,19,3,28.35,2,2012-2013
KevinMartin,Oklahoma City Thunder,12439675,SG,77,27.7,14,4.5,10.1,45,2.1,4.8,42.6,2.8,3.2,89,2.3,1.4,0.9,0.1,1.3,0,0,16.09,54,2012-2013
KobeBryant,Los Angeles Lakers,30453805,SF,78,38.6,27.3,9.5,20.4,46.3,1.7,5.2,32.4,6.7,8,83.9,5.6,6,1.4,0.3,3.7,16,2,23.1,3,2012-2013
KostaKoufos,Denver Nuggets,3.00E+06,C,81,22.4,8,3.6,6.3,58.1,0,0,0,0.7,1.3,55.8,6.9,0.4,0.5,1.3,0.7,6,0,17.22,132,2012-2013
KyleKorver,Atlanta Hawks,5.00E+06,SG,74,30.5,10.9,3.7,8.1,46.1,2.6,5.6,45.7,0.9,1.1,85.9,4,2,0.9,0.5,0.9,0,0,13.93,87,2012-2013
LaMarcusAldridge,Portland Trail Blazers,13500000,C,74,37.7,21.1,8.6,17.8,48.4,0,0.2,14.3,3.8,4.7,81,9.1,2.6,0.8,1.2,1.9,38,0,20.45,9,2012-2013
LarrySanders,Milwaukee Bucks,1991760,PF,71,27.3,9.8,4.3,8.5,50.6,0,0,0,1.2,1.9,61.8,9.5,1.2,0.7,2.8,1.2,26,1,18.77,106,2012-2013
LavoyAllen,Philadelphia 76ers,3.00E+06,F,79,21.1,5.8,2.6,5.7,45.4,0,0,0,0.5,0.8,71.7,5,0.9,0.3,0.7,0.7,3,0,11.53,160,2012-2013
LeBronJames,Miami Heat,19067500,SF,76,37.9,26.8,10.1,17.8,56.5,1.4,3.3,40.6,5.3,7,75.3,8,7.3,1.7,0.9,3,36,4,31.67,4,2012-2013
LuisScola,Phoenix Suns,4508504,F,82,26.6,12.8,5.3,11.2,47.2,0,0.2,18.8,2.2,2.8,78.7,6.6,2.2,0.8,0.4,1.5,15,0,16.8,68,2012-2013
LukeRidnour,Minnesota Timberwolves,4.00E+06,PG,82,30.2,11.5,4.5,9.9,45.3,0.8,2.6,31.1,1.7,2,84.8,2.5,3.8,1,0.2,1.6,2,0,13.07,80,2012-2013
LuolDeng,Chicago Bulls,14275000,SF,75,38.7,16.5,6.2,14.6,42.6,1,3.1,32.2,3.1,3.8,81.6,6.3,3,1.1,0.4,1.9,9,0,15.12,35,2012-2013
MarcGasol,Memphis Grizzlies,13891359,C,80,35,14.1,5.4,10.9,49.4,0,0.2,7.1,3.4,4,84.8,7.8,4,1,1.7,2,18,0,19.57,53,2012-2013
MarcusThornton,Sacramento Kings,7525000,SG,72,24,12.7,4.6,10.8,42.9,2,5.3,37.2,1.5,1.8,88.1,2.5,1.3,0.8,0.1,0.9,0,0,16.32,70,2012-2013
MarioChalmers,Miami Heat,4.00E+06,G,77,26.9,8.6,2.9,6.9,42.9,1.6,3.9,40.9,1.2,1.5,79.5,2.2,3.5,1.5,0.2,1.5,0,0,13.29,125,2012-2013
MarkieffMorris,Phoenix Suns,2091840,PF,82,22.4,8.2,3.2,8,40.7,0.5,1.6,33.6,1.1,1.5,73.2,4.8,1.3,0.9,0.8,1.3,3,0,12.66,131,2012-2013
MarreeseSpeights,Memphis Grizzlies,4200000,F,79,16.5,8.3,3.3,7.4,44.5,0,0.1,30,1.7,2.2,77.1,4.9,0.6,0.3,0.7,1,5,0,17.35,129,2012-2013
MattBarnes,LA Clippers,3250000,SF,80,25.7,10.3,3.9,8.4,46.2,1.4,4.1,34.2,1.1,1.5,74.4,4.6,1.5,1,0.8,1.1,1,0,15.57,100,2012-2013
MettaWorldPeace,Los Angeles Lakers,7727500,SF,75,33.7,12.4,4.4,11,40.3,1.9,5.5,34.2,1.7,2.3,73.4,5,1.5,1.6,0.6,1.3,2,0,12.55,71,2012-2013
MichaelBeasley,Phoenix Suns,6.00E+06,F,75,20.7,10.1,4.1,10.2,40.5,0.6,1.9,31.3,1.3,1.7,74.6,3.8,1.5,0.4,0.5,1.9,2,0,10.91,103,2012-2013
MichaelKidd-Gilchrist,Charlotte Bobcats,4809840,SF,78,26,9,3.6,7.9,45.8,0,0.1,22.2,1.8,2.4,74.9,5.8,1.5,0.7,0.9,1.3,6,0,14.04,116,2012-2013
MikeConley,Memphis Grizzlies,7505786,PG,80,34.5,14.6,5.2,11.8,44,1.3,3.7,36.1,2.9,3.5,83,2.8,6.1,2.2,0.3,2.4,7,0,18.38,46,2012-2013
MikeDunleavy,Milwaukee Bucks,3183000,SG,75,25.9,10.5,3.7,8.3,44.2,1.7,4,42.8,1.4,1.7,82,3.9,1.9,0.5,0.5,1.2,1,0,13.64,94,2012-2013
MontaEllis,Milwaukee Bucks,1.10E+07,SG,82,37.5,19.2,7.3,17.5,41.6,1.1,4,28.7,3.5,4.6,77.3,3.9,6,2.1,0.4,3.1,9,0,16.3,11,2012-2013
NickCollison,Oklahoma City Thunder,2585668,F,81,19.5,5.1,2.2,3.7,59.5,0,0,0,0.7,1,76.9,4.1,1.5,0.6,0.4,0.9,1,0,13.6,164,2012-2013
NicolasBatum,Portland Trail Blazers,10850000,SF,73,38.5,14.3,4.8,11.4,42.3,2.3,6.1,37.2,2.4,2.9,84.8,5.6,4.9,1.2,1.1,2.6,7,2,15.76,49,2012-2013
O.J.Mayo,Dallas Mavericks,4020000,SG,82,35.5,15.3,5.6,12.5,44.9,1.7,4.3,40.7,2.3,2.8,82,3.5,4.4,1.1,0.3,2.6,2,0,14,43,2012-2013
OmerAsik,Houston Rockets,8374646,C,82,30,10.1,4,7.5,54.1,0,0,0,2,3.6,56.2,11.7,0.9,0.6,1.1,2.1,33,0,14.89,102,2012-2013
PatrickPatterson,Sacramento Kings,2096760,PF,71,25,10.4,4.5,8.8,51.2,0.7,1.9,38.6,0.7,0.9,76.2,4.7,1.1,0.4,0.6,0.9,4,0,15.23,97,2012-2013
PaulGeorge,Indiana Pacers,2574120,SF,79,37.6,17.4,6.2,14.9,41.9,2.2,5.9,36.2,2.8,3.5,80.7,7.6,4.1,1.8,0.6,2.9,23,1,16.84,25,2012-2013
PaulPierce,Boston Celtics,16790345,SF,77,33.4,18.6,6.2,14.2,43.6,1.9,5,38,4.3,5.5,78.7,6.3,4.8,1.1,0.4,2.8,12,3,19.14,14,2012-2013
RayAllen,Miami Heat,3229050,SG,79,25.8,10.9,3.7,8.2,44.9,1.8,4.2,41.9,1.8,2,88.6,2.7,1.7,0.8,0.2,1.3,0,0,14.72,88,2012-2013
RodneyStuckey,Detroit Pistons,8500000,PG,76,28.6,11.5,4,9.8,40.6,0.7,2.4,30.2,2.8,3.6,78.3,2.8,3.6,0.7,0.2,1.8,1,0,13,79,2012-2013
RoyHibbert,Indiana Pacers,13668750,C,79,28.7,11.9,4.9,10.9,44.8,0,0.1,25,2.1,2.8,74.1,8.3,1.4,0.5,2.6,2.1,23,1,17.32,75,2012-2013
RudyGay,Memphis Grizzlies,16460538,SF,75,35.8,18.2,6.9,16.7,41.6,1.1,3.5,32.3,3.2,3.9,81.4,6.1,2.7,1.5,0.7,2.6,6,0,15.66,16,2012-2013
RussellWestbrook,Oklahoma City Thunder,14693906,PG,82,34.9,23.2,8.2,18.7,43.8,1.2,3.7,32.3,5.6,7,80,5.2,7.4,1.8,0.3,3.3,23,1,23.98,6,2012-2013
SergeIbaka,Oklahoma City Thunder,12350000,C,80,31.1,13.2,5.6,9.7,57.3,0.3,0.7,35.1,1.8,2.4,74.9,7.7,0.5,0.4,3,1.6,15,0,19.41,61,2012-2013
ShaneBattier,Miami Heat,3270000,SF,72,24.8,6.6,2.1,5,42,1.9,4.4,43,0.4,0.5,84.2,2.3,1,0.6,0.8,0.5,0,0,10.77,152,2012-2013
SpencerHawes,Philadelphia 76ers,6500000,PF,82,27.2,11,4.6,9.9,46.4,0.4,1.1,35.6,1.5,1.9,77.7,7.2,2.2,0.3,1.4,1.6,19,0,16.02,86,2012-2013
TayshaunPrince,Memphis Grizzlies,6764045,SF,82,32.1,10.4,4.4,10,43.8,0.5,1.1,40.4,1.2,1.6,73.8,4.4,2.4,0.6,0.3,1.1,2,0,11.53,96,2012-2013
TerrenceRoss,Toronto Raptors,2563320,SG,73,17,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,2,0.7,0.6,0.2,0.7,0,0,10.48,154,2012-2013
ThaboSefolosha,Oklahoma City Thunder,3900000,SF,81,27.5,7.6,2.8,5.8,48.1,1.3,3.2,41.9,0.7,0.9,82.6,3.9,1.5,1.3,0.5,0.8,0,0,12.83,141,2012-2013
ThaddeusYoung,Philadelphia 76ers,8289130,PF,76,34.6,14.8,6.7,12.6,53.1,0,0.1,12.5,1.4,2.5,57.4,7.5,1.6,1.8,0.7,1.2,21,0,18.27,44,2012-2013
ThomasRobinson,Sacramento Kings,3374640,F,70,15.1,4.8,2,4.6,43,0,0,0,0.8,1.6,52.3,4.5,0.7,0.6,0.4,1.3,3,0,10.97,168,2012-2013
ToneyDouglas,Sacramento Kings,2067880,PG,71,18.2,7.5,2.6,6.6,40.3,1.2,3,38,1.1,1.2,90.5,1.9,2.1,1,0,1.1,0,0,13.46,142,2012-2013
TonyAllen,Memphis Grizzlies,3300000,SG,79,26.7,8.9,3.6,8.1,44.5,0,0.3,12.5,1.7,2.4,71.7,4.6,1.2,1.5,0.6,1.2,2,0,13.26,117,2012-2013
TristanThompson,Cleveland Cavaliers,3894240,C,82,31.3,11.7,4.8,9.7,48.8,0,0,0,2.2,3.5,60.8,9.4,1.3,0.7,0.9,1.5,31,0,16.12,76,2012-2013
TyLawson,Denver Nuggets,2544529,G,73,34.4,16.7,6.1,13.3,46.1,1.2,3.2,36.6,3.2,4.3,75.6,2.7,6.9,1.5,0.1,2.5,9,0,17.96,31,2012-2013
TylerHansbrough,Indiana Pacers,3055259,PF,81,16.9,7,2.2,5,43.2,0,0,0,2.7,3.7,72,4.6,0.4,0.4,0.2,1,6,0,15.35,148,2012-2013
UdonisHaslem,Miami Heat,4340000,PF,75,18.9,3.9,1.7,3.3,51.4,0,0,0,0.4,0.6,71.1,5.4,0.5,0.4,0.2,0.6,1,0,9.89,177,2012-2013
VinceCarter,Dallas Mavericks,3090000,SG,81,25.8,13.4,4.6,10.6,43.5,2,4.9,40.6,2.2,2.8,81.6,4.1,2.4,0.9,0.5,1.3,1,0,17.87,57,2012-2013
WayneEllington,Memphis Grizzlies,2083042,SG,78,21.3,7.9,2.9,6.8,42.7,1.2,3.1,39.2,0.9,1,90.7,2.1,1.3,0.6,0,0.7,0,0,12.29,135,2012-2013
ZachRandolph,Memphis Grizzlies,16500000,F,76,34.3,15.4,6.2,13.5,46,0,0.3,8.7,3,3.9,75,11.2,1.4,0.8,0.4,2,45,0,17.92,42,2012-2013
AlexeyShved,Minnesota Timberwolves,3150000,PG,63,10.5,4,1.2,3.8,32.1,0.5,1.6,29.4,1.1,1.4,75.6,1.3,1.1,0.4,0.3,0.8,0,0,10.27,241,2013-2014
AlJefferson,Charlotte Bobcats,13500000,C,73,35,21.8,9.6,18.8,50.9,0,0.2,20,2.6,3.8,69,10.8,2.1,0.9,1.1,1.7,42,0,22.75,11,2013-2014
AlonzoGee,Cleveland Cavaliers,3250000,SF,65,15.7,4,1.5,3.6,41.5,0.3,0.9,32.8,0.7,0.9,70.5,2.3,0.7,0.6,0.2,0.7,0,0,8.63,240,2013-2014
AmirJohnson,Toronto Raptors,6500000,C,77,28.8,10.4,4.5,7.9,56.2,0.3,0.9,30.3,1.2,1.9,63.6,6.6,1.5,0.7,1.1,1.6,13,0,15.44,123,2013-2014
AndersonVarejao,Cleveland Cavaliers,9036364,C,65,27.7,8.4,3.5,7.1,49.5,0,0.1,0,1.4,2.1,68.1,9.7,2.2,1.1,0.6,1.1,16,0,17.05,164,2013-2014
AndrayBlatche,Brooklyn Nets,1375604,C,73,22.2,11.2,4.4,9.2,47.6,0.2,0.7,27.8,2.2,3,74.2,5.3,1.5,1,0.5,1.5,6,0,18.85,111,2013-2014
AndreDrummond,Detroit Pistons,2465400,C,81,32.3,13.5,5.9,9.5,62.3,0,0,0,1.7,4,41.8,13.2,0.4,1.2,1.6,1.4,57,0,22.65,77,2013-2014
AndreMiller,Washington Wizards,5.00E+06,PG,58,16.9,4.9,1.8,4,45.9,0.2,0.4,52.4,1,1.3,77.9,2.2,3.4,0.6,0.2,1.1,0,0,13.9,228,2013-2014
AndrewNicholson,Orlando Magic,1482000,PF,76,15.4,5.7,2.4,5.5,42.9,0.4,1.2,31.5,0.6,0.8,82.5,3.4,0.3,0.2,0.3,0.7,3,0,9.9,214,2013-2014
ArronAfflalo,Orlando Magic,7500000,G,73,35,18.2,6.4,13.8,45.9,1.8,4.1,42.7,3.8,4.6,81.5,3.6,3.4,0.5,0,2,1,0,16.09,27,2013-2014
AveryBradley,Boston Celtics,2511432,SG,60,30.9,14.9,6,13.8,43.8,1.3,3.3,39.5,1.5,1.9,80.4,3.8,1.4,1.1,0.2,1.6,1,0,12.8,59,2013-2014
BenMcLemore,Sacramento Kings,2895960,G,82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32,1.4,1.7,80.4,2.9,1,0.5,0.2,1.2,0,0,7.77,158,2013-2014
BismackBiyombo,Charlotte Bobcats,3049920,C,77,13.9,2.9,1.1,1.9,61.1,0,0,0,0.6,1.2,51.7,4.8,0.1,0.1,1.1,0.5,1,0,13.33,253,2013-2014
BlakeGriffin,LA Clippers,16441500,PF,80,35.8,24.1,9,17,52.8,0.2,0.6,27.3,6,8.4,71.5,9.5,3.9,1.2,0.6,2.8,43,1,23.98,6,2013-2014
BrandanWright,Dallas Mavericks,5.00E+06,F,58,18.6,9.1,3.9,5.7,67.7,0,0,0,1.3,1.8,72.6,4.2,0.5,0.6,0.9,0.6,2,0,23.6,155,2013-2014
BrandonBass,Boston Celtics,6450000,PF,82,27.6,11.1,4.3,8.8,48.6,0,0.1,33.3,2.5,2.9,85.8,5.7,1.1,0.4,0.9,1.2,5,0,15.01,113,2013-2014
BrandonJennings,Detroit Pistons,7655503,G,80,34.1,15.5,5.3,14.2,37.3,1.9,5.7,33.7,3,4,75.1,3.1,7.6,1.3,0.1,2.7,18,0,15.67,54,2013-2014
BrandonKnight,Milwaukee Bucks,2793960,PG,72,33.3,17.9,6.4,15.2,42.2,1.5,4.7,32.5,3.6,4.5,80.2,3.5,4.9,1,0.2,2.6,4,0,16.59,32,2013-2014
C.J.Watson,Indiana Pacers,2016000,PG,63,18.9,6.6,2.3,5.3,43.7,0.8,2.3,36.6,1.1,1.4,78.4,1.6,1.7,1,0.1,1,0,0,13.08,194,2013-2014
CarlosBoozer,Chicago Bulls,15300000,PF,76,28.2,13.7,5.9,12.9,45.6,0,0,0,1.9,2.5,76.7,8.3,1.6,0.7,0.3,2,25,0,14.48,74,2013-2014
ChanningFrye,Phoenix Suns,6400000,PF,82,28.2,11.1,4.1,9.5,43.2,2,5.3,37,1,1.2,82.1,5.1,1.2,0.7,0.8,1.1,0,0,13.26,114,2013-2014
ChrisAndersen,Miami Heat,1399507,PF,72,19.4,6.6,2.5,3.8,64.4,0,0.2,25,1.7,2.3,71,5.3,0.3,0.4,1.3,0.7,1,0,18.56,192,2013-2014
ChrisBosh,Miami Heat,19067500,PF,79,32,16.2,6.2,12.1,51.6,0.9,2.8,33.9,2.8,3.4,82,6.6,1.1,1,1,1.6,6,0,19.11,47,2013-2014
ChrisPaul,LA Clippers,18668431,PG,62,35,19.1,6.5,14,46.7,1.3,3.4,36.8,4.8,5.6,85.5,4.3,10.7,2.5,0.1,2.3,39,0,25.98,21,2013-2014
ChuckHayes,Toronto Raptors,5722500,PF,61,12.3,2.2,0.9,2.1,43.1,0,0,0,0.3,0.4,80,3.4,0.6,0.6,0.2,0.5,1,0,10.04,257,2013-2014
CodyZeller,Charlotte Bobcats,3857040,C,82,17.3,6,2.1,4.9,42.6,0,0,0,1.8,2.4,73,4.3,1.1,0.5,0.5,1.1,1,0,13.12,209,2013-2014
CoreyBrewer,Minnesota Timberwolves,5.00E+06,SG,81,32.2,12.3,4.8,10,48.1,0.7,2.6,28,2,2.8,71.8,2.6,1.7,1.9,0.4,1.3,0,0,12.71,96,2013-2014
CourtneyLee,Memphis Grizzlies,5225000,SG,79,25,9.6,3.7,7.8,48,0.9,2.5,37.1,1.3,1.4,88.4,2.4,1.5,0.8,0.4,0.9,0,0,13.8,137,2013-2014
DamianLillard,Portland Trail Blazers,3202920,PG,82,35.8,20.7,6.7,15.9,42.4,2.7,6.8,39.4,4.5,5.2,87.1,3.5,5.6,0.8,0.3,2.4,6,0,18.69,16,2013-2014
DanteCunningham,Minnesota Timberwolves,2180000,SF,81,20.2,6.3,2.9,6.3,46.5,0,0.1,0,0.5,0.8,56.7,4.1,1,0.8,0.7,0.5,2,0,12.67,199,2013-2014
DarrellArthur,Denver Nuggets,3231683,F,68,17.1,5.9,2.4,6,39.5,0.4,0.9,37.5,0.8,0.9,85.5,3.1,0.9,0.6,0.7,0.9,0,0,9.41,211,2013-2014
DarrenCollison,LA Clippers,1900000,G,80,25.9,11.4,4.1,8.7,46.7,0.9,2.4,37.6,2.4,2.8,85.7,2.4,3.7,1.2,0.2,1.7,1,0,16.21,108,2013-2014
DavidWest,Indiana Pacers,1.20E+07,F,80,30.9,14,5.7,11.7,48.8,0.1,0.2,26.7,2.5,3.1,78.9,6.8,2.8,0.8,0.9,1.7,8,0,17.55,67,2013-2014
DeAndreJordan,LA Clippers,10986550,C,82,35,10.4,4.2,6.3,67.6,0,0,0,2,4.6,42.8,13.6,0.9,1,2.5,1.5,42,0,18.19,120,2013-2014
DeMarcusCousins,Sacramento Kings,4916974,C,71,32.4,22.7,8.3,16.8,49.6,0,0.1,0,6.1,8.4,72.6,11.7,2.9,1.5,1.3,3.5,53,0,26.18,9,2013-2014
DeMarDeRozan,Toronto Raptors,9500000,SG,79,38.2,22.7,7.6,17.8,42.9,0.8,2.7,30.5,6.6,8,82.4,4.3,4,1.1,0.4,2.2,2,0,18.42,10,2013-2014
DeMarreCarroll,Atlanta Hawks,2557545,SF,73,32.1,11.1,4.1,8.8,47,1.3,3.7,36.2,1.5,1.9,77.3,5.5,1.8,1.5,0.3,1.1,3,0,13.96,115,2013-2014
DeronWilliams,Brooklyn Nets,18466130,PG,64,32.2,14.3,5,11.2,45,1.5,4.2,36.6,2.7,3.4,80.1,2.6,6.1,1.5,0.2,2.2,5,0,17.69,65,2013-2014
DerrickWilliams,Sacramento Kings,5016960,PF,78,23.3,8,2.6,6.2,42.7,0.3,1.3,26.3,2.4,3.3,71.8,4.1,0.7,0.6,0.3,1,5,0,11.53,172,2013-2014
DionWaiters,Cleveland Cavaliers,3894240,SG,70,29.6,15.9,6.1,14.2,43.3,1.3,3.6,36.8,2.3,3.4,68.5,2.8,3,0.9,0.2,2.2,1,0,14.1,50,2013-2014
DirkNowitzki,Dallas Mavericks,22721381,F,80,32.9,21.7,7.9,15.9,49.7,1.6,4.1,39.8,4.2,4.7,89.9,6.2,2.7,0.9,0.6,1.5,6,0,23.68,13,2013-2014
DonatasMotiejunas,Houston Rockets,1422720,PF,62,15.4,5.5,2.1,4.8,44.3,0.3,1.4,25,0.9,1.5,60.4,3.6,0.5,0.3,0.3,0.8,3,0,10.76,218,2013-2014
DorellWright,Portland Trail Blazers,3.00E+06,SF,68,14.5,5,1.6,4.4,37.4,1,3,34.2,0.8,1,75.4,2.8,0.9,0.3,0.2,0.6,0,0,11.98,224,2013-2014
DwightHoward,Houston Rockets,20513178,C,71,33.7,18.3,6.7,11.3,59.1,0,0.1,28.6,4.9,9,54.7,12.2,1.8,0.8,1.8,3.2,47,0,21.36,26,2013-2014
EdDavis,Memphis Grizzlies,3153860,C,63,15.2,5.7,2.5,4.6,53.4,0,0,0,0.7,1.4,52.8,4.1,0.4,0.3,0.7,0.6,4,0,15.99,216,2013-2014
EltonBrand,Atlanta Hawks,4.00E+06,PF,73,19.4,5.7,2.5,4.5,53.9,0,0,0,0.8,1.3,64.9,4.9,1,0.5,1.2,0.8,3,0,14.05,213,2013-2014
EvanFournier,Denver Nuggets,1422720,SG,76,19.8,8.4,3,7.2,41.9,1.2,3.1,37.6,1.2,1.6,75.6,2.7,1.5,0.4,0.1,1.3,0,0,10.36,165,2013-2014
EvanTurner,Philadelphia 76ers,6679867,SG,81,30.3,14,5.4,12.6,42.5,0.6,1.9,32.1,2.6,3.2,81.3,5,3.2,0.8,0.1,2.3,9,0,12.43,68,2013-2014
GeorgeHill,Indiana Pacers,8.00E+06,PG,76,32,10.3,3.6,8.1,44.2,1.3,3.4,36.5,1.9,2.3,80.7,3.7,3.5,1,0.3,1.2,0,0,13.42,124,2013-2014
GeraldGreen,Phoenix Suns,3500000,SG,82,28.4,15.8,5.5,12.3,44.5,2.5,6.2,40,2.4,2.8,84.8,3.4,1.5,0.9,0.5,1.8,0,0,16.55,51,2013-2014
GeraldHenderson,Charlotte Bobcats,6.00E+06,SG,77,32,14,5.2,12.1,43.3,0.5,1.5,34.8,3.1,4,76.1,4,2.6,0.7,0.4,1.5,0,0,13.13,66,2013-2014
GeraldWallace,Boston Celtics,10105855,SF,58,24.4,5.1,2,4,50.4,0.3,1.1,29.7,0.8,1.7,46.5,3.7,2.5,1.3,0.2,1.7,1,0,10.02,223,2013-2014
GiannisAntetokounmpo,Milwaukee Bucks,1792560,PF,77,24.6,6.8,2.2,5.4,41.4,0.5,1.5,34.7,1.8,2.6,68.3,4.4,1.9,0.8,0.8,1.6,2,0,10.82,189,2013-2014
GoranDragic,Phoenix Suns,7500000,PG,76,35.1,20.3,7.3,14.4,50.5,1.6,3.9,40.8,4.2,5.5,76,3.2,5.9,1.4,0.3,2.8,7,0,21.43,18,2013-2014
GorguiDieng,Minnesota Timberwolves,1352640,C,60,13.6,4.8,1.9,3.8,49.8,0,0,100,1,1.6,63.4,5,0.7,0.5,0.8,0.9,9,0,16.58,231,2013-2014
GregMonroe,Detroit Pistons,4086454,C,82,32.8,15.2,6.1,12.4,49.7,0,0,0,2.9,4.5,65.7,9.3,2.1,1.1,0.6,2,35,0,18.16,56,2013-2014
GreivisVasquez,Toronto Raptors,2150188,PG,79,22.5,9.6,3.5,8.3,42.1,1.4,3.7,37.7,1.2,1.4,88,2.2,4.1,0.4,0.1,1.6,1,0,14.2,139,2013-2014
IanMahinmi,Indiana Pacers,4.00E+06,C,77,16.2,3.5,1.2,2.5,48.1,0,0,0,1.2,1.9,62.1,3.3,0.3,0.5,0.9,0.8,0,0,10.18,244,2013-2014
J.J.Barea,Minnesota Timberwolves,4687000,PG,79,18.6,8.4,3.2,8.3,38.7,0.9,2.9,31.6,1,1.3,79,1.9,3.8,0.3,0,1.6,1,0,11.68,168,2013-2014
JamalCrawford,LA Clippers,5225000,SF,69,30.3,18.6,6.1,14.7,41.6,2.3,6.5,36.1,4,4.7,86.6,2.3,3.2,0.9,0.2,2,2,0,17.39,24,2013-2014
JamesHarden,Houston Rockets,13701250,PG,73,38,25.4,7.5,16.5,45.6,2.4,6.6,36.6,7.9,9.1,86.6,4.7,6.1,1.6,0.4,3.6,14,1,23.51,5,2013-2014
JaredDudley,LA Clippers,4250000,SF,74,23.4,6.9,2.6,6,43.8,1.1,3,36,0.5,0.8,65.5,2.2,1.4,0.6,0.1,0.8,0,0,8.91,186,2013-2014
JaredSullinger,Boston Celtics,1365720,C,74,27.6,13.3,5.2,12.1,42.7,0.8,2.8,26.9,2.1,2.7,77.8,8.1,1.6,0.5,0.7,1.6,22,0,16.42,80,2013-2014
JarrettJack,Cleveland Cavaliers,6300000,G,80,28.2,9.5,3.6,8.7,41,0.8,2.3,34.1,1.6,1.9,83.9,2.8,4.1,0.7,0.3,1.7,1,0,11.57,143,2013-2014
JasonThompson,Sacramento Kings,5643750,PF,82,24.5,7.1,3.1,6,50.6,0,0,0,1,1.8,57.9,6.4,0.6,0.4,0.7,1.2,8,0,11.14,184,2013-2014
JeffGreen,Boston Celtics,8700000,SF,82,34.2,16.9,5.9,14.3,41.2,1.6,4.8,34.1,3.5,4.3,79.5,4.6,1.7,0.7,0.6,2,2,0,13.17,40,2013-2014
JeffTeague,Atlanta Hawks,8.00E+06,PG,79,32.2,16.5,5.8,13.2,43.8,0.9,2.8,32.9,4,4.8,84.6,2.6,6.7,1.1,0.2,2.9,13,0,17.16,44,2013-2014
JeremyLamb,Oklahoma City Thunder,2111160,SG,78,19.7,8.5,3.4,7.8,43.2,1.1,3.2,35.6,0.7,0.8,79.7,2.4,1.5,0.7,0.3,0.8,0,0,13.44,162,2013-2014
JeremyLin,Houston Rockets,8374646,PG,71,28.9,12.5,4.2,9.3,44.6,1.2,3.2,35.8,3.1,3.7,82.3,2.6,4.1,1,0.4,2.5,3,1,14.31,93,2013-2014
JerrydBayless,Memphis Grizzlies,3135000,PG,72,23.4,9.3,3.4,8.6,40.2,1.1,2.9,35.8,1.3,1.6,79.7,2,2.7,0.8,0.1,1.1,0,0,12.04,150,2013-2014
JJHickson,Denver Nuggets,5150000,C,69,26.9,11.8,4.8,9.5,50.8,0,0.1,0,2.2,4.2,51.7,9.2,1.4,0.7,0.7,1.9,26,0,16.27,104,2013-2014
JoakimNoah,Chicago Bulls,11100000,C,80,35.3,12.6,4.8,10,47.5,0,0,0,3.1,4.2,73.7,11.3,5.4,1.2,1.5,2.4,47,4,20.06,92,2013-2014
JodieMeeks,Los Angeles Lakers,1550000,SG,77,33.2,15.7,5.4,11.6,46.3,2.1,5.2,40.1,2.9,3.4,85.7,2.5,1.8,1.4,0.1,1.4,0,0,14.75,53,2013-2014
JoeJohnson,Brooklyn Nets,21466718,G,79,32.6,15.8,5.8,12.9,45.4,2.1,5.1,40.1,2,2.5,81.5,3.4,2.7,0.6,0.1,1.5,0,0,15.54,52,2013-2014
JohnHenson,Milwaukee Bucks,1905360,PF,70,26.5,11.1,4.9,9.1,53.8,0,0,0,1.3,2.5,51.4,7.1,1.6,0.6,1.7,1.6,11,0,17.97,112,2013-2014
JohnSalmons,Toronto Raptors,7583000,SF,78,22.1,5.2,1.9,5.3,36.3,0.8,2.1,38.7,0.5,0.7,76.9,2.1,1.9,0.6,0.2,0.7,0,0,7.81,222,2013-2014
JonasJerebko,Detroit Pistons,4500000,PF,64,11.6,4.2,1.5,3.3,47.1,0.5,1.2,41.9,0.7,0.9,72.9,2.7,0.6,0.3,0.1,0.7,0,0,13.42,237,2013-2014
JonasValanciunas,Toronto Raptors,3526440,C,81,28.2,11.3,4.4,8.3,53.1,0,0,0,2.4,3.2,76.2,8.8,0.7,0.3,0.9,1.7,25,0,16.17,110,2013-2014
